name,chapter,email,phone,website,address,desc
California Controlled Atmosphere,Sequoia Chapter,calca@calca.com,559 591-8874 (Phone); 559 591-8896 (Fax),http://www.calca.com,"39138 Road 56, Dinuba, California, 93618",Industrial refrigeration.
AECOM,Sierra Chapter,sujan.punyamurthula@aecom.com,916 414-5800 (Phone),http://www.aecom.com,"2020 L Street, Suite 400, Sacramento, California, 95811","AECOM, a Fortune 500 company, is a global provider of professional technical and management support services to a broad range of markets, including water/wastewater, transportation, facilities, environmental and energy. With offices in over 100 countries, AECOM (www.aecom.com) provides a blend of global reach, local knowledge, innovation, and technical excellence in delivering solutions that enhance and sustain the world's built, natural, and social environments."
Kennedy/Jenks Consultants,Non-Chapter,keithlondon@kennedyjenks.com,951 375-5570 (Phone),http://www.kennedyjenks.com,"38977 Sky Canyon Drive, Suite 100, Murrieta, California, 92563","Environmental, civil and sanitary engineering, water  resources, water supply, treatment, and distribution.  Wastewater collection, treatment, reclamation and disposal.  Hazardous waste characterization and remediation.  Storm drainage and flood control.  Solid waste recycling and disposal.  Site utility systems. Utility rate studies.  Industrial water waste and treatment. Environmental audits."
"Siegfried Engineering, Inc.",Non-Chapter,bquon@siegfriedeng.com,916 520-2777 (Phone),,"1164 National Drive, Suite 20, Sacramento, California, 95834","Civil engineering, structural engineering, land surveying, landscape architecture, athletic facility design and planning for a wide range of projects including public infrastructure and industrial, commercial, residential, health care, athletic, recreational and educational developments."
Harris & Associates,Bay Bridge Chapter,concord@weareharris.com,925 827-4900 (Phone); 925 827-4982 (Fax),http://www.weareharris.com,"1401 Willow Pass Road, Suite 500, Concord, California, 94520","Provide general civil engineering, program management and construction management services to public agencies."
T.Y. Lin International,Riverside/San Bernardino,rodrigo.gonzalez@tylin.com,909 912-6900 (Phone),http://www.tylin.com,"3633 East Inland Empire Boulevard, Suite 900, Ontario, California, 91764","Founded in 1954, T.Y. Lin International is an internationally recognized, multi-disciplined full-service infrastructure engineering firm committed to providing innovative, cost-effective, constructible designs for the global infrastructure market. With more than 2,000 employees working in offices throughout the United States and Asia, the firm is able to provide support on projects of varying sizes and complexity."
"Slate Geotechnical Consultants, Inc.",Bay Bridge,dmurphy@slategeotech.com,510 520-0566 (Phone),http://www.slategeotech.com,"5727 Claremont Avenue, Oakland, California, 94618","Slate Geotechnical Consultants specializes in geotechnical engineering, dam safety, seismic hazard, and earthquake-induced hazards evaluations. Slate’s personnel are technical experts in their respective fields of earthquake engineering, geotechnical engineering, and hte evaluation of the seismic performance of dams and levees."
Earth Systems Pacific,San Luis,info@earthsys.com,805 544-3276 (Phone),http://www.earthsystems.com,"4378 Old Santa Fe Road, San Luis Obispo, California, 93401","The Earth Systems group of companies are full-service, multi-discipline firms working in the fields of geotechnical engineering, engineering geology, and environmental assessment and remediation. We provide construction testing and inspection of soils, asphalt, concrete, masonry, and steel. The Earth Systems companies have been providing services throughout California since 1969."
"Coast Surveying, Inc.",Orange County,ruel.delcastillo@coastsurvey.com,714 918-6266 (Phone),http://www.coastsurvey.com,"15031 Parkway Loop, Suite B, Tustin, California, 92780","Land surveying and mapping - design surveys, topographic mapping, right of way mapping, aerial photogrammetric mapping, digital orthophotography, boundary surveys, ALTA surveys, tract maps, parcel maps, records of surveys, legal descriptions, subdivision map checking and quality control, encumbrance maps, HazMat surveys, digital terrain modeling, volumetrics, horizontal and vertical control, GPS surveys and construction surveying. Also an SBA SDB business as well as a DBE firm."
"Southstar Engineering & Consulting, Inc.",Riverside/San Bernardino,carold@southstareng.com,951 342-3120 (Phone); 951 342-3148 (Fax),http://www.southstareng.com,"1945 Chicago Avenue, Unit C-2, Riverside, California, 92507","Engineering, Project Management, Project Inspection, Utilities, and Consulting."
"Skyline Engineering, Inc.",Monterey Bay Area,bryan@skylineengineering.com,831 663-6188 (Phone); 831 663-6187 (Fax),https://skylineengineering.com/,"8100 Wild Horse Road, Salinas, California, 93907","Skyline Engineering specializes in the consulting, design and management of projects involving the building envelope. Roofing and waterproofing."
"Salem Engineering Group, Inc.",San Joaquin Valley,sammy@salem.net,559 271-9700 (Phone); 559 275-0827 (Fax),,"4729 W. Jacquelyn Ave, Fresno, California, 93722","Salem Engineering Group, Inc. is a multi-disciplined consulting firm providing services in geotechnical, civil, structural, environmental, forensic engineering, engineering geology, construction inspection, and materials testing.  Our services are offered throughout California and the Western United States.  Salem and our 70+ employees are proud to be celebrating 15 years of engineering excellence."
Kleinfelder,San Joaquin Valley,mbeltran@kleinfelder.com,559 486-0750 (Phone); 559 442-5081 (Fax),http://www.kleinfelder.com,"3649 W Holland Avenue, Suite 105, Fresno, California, 93722","Kleinfelder is an employee-owned architecture, engineering, and science consulting firm providing solutions to meet our world's complex infrastructure and natural resource challenges. Leveraging our global technical network of nearly 2,000 employees, we deliver sustainable solutions on every project, for every client, anywhere in the world."
Earth Systems Pacific,Orange County,info@earthsys.com,951 929-9799 (Phone); 951 929-9948 (Fax),http://www.earthsystems.com,"1680 Illinois Avenue, Suite 20, Perris, California, 92571","The Earth Systems group of companies are full-service, multi-discipline firms working in the fields of geotechnical engineering, engineering geology, and environmental assessment and remediation. We provide construction testing and inspection of soils, asphalt, concrete, masonry, and steel. The Earth Systems companies have been providing services throughout California since 1969."
EBA Engineering,North Coast,admineba@ebagroup.com,707 544-0784 (Phone); 707 544-0866 (Fax),http://www.ebagroup.com,"825 Sonoma Avenue, Suite C, Santa Rosa, California, 95404","EBA's expertise includes planning, surveying, design, permitting, and construction management/quality assurance. EBA also has broad experience in environmental services."
"TRC Companies, Inc.",Riverside/San Bernardino,gdagher@trcsolutions.com,951 7886028 (Phone),https://www.trccompanies.com/,"1935 Chicago Avenue, Suite A, Riverside, California, 92507","As an engineering consulting and construction management firm, TRC provides integrated services to the power, oil, and gas, environmental and infrastructure markets."
"R&F Engineering, Inc.",Sierra,mrossiter@rfengineeringinc.com,916 416-6599 (Phone),,"2270 Douglas Blvd., Suite 118, Roseville, California, 95661","R&F Engineering, Inc. is a civil engineering firm based in Roseville, California specializing in flood control and water resources projects."
Ardurra,Orange County,lpenna@ardurra.com,949 428-1500 (Phone),http://www.ardurra.com,"3737 Birch Street, Suite 250, Newport Beach, California, 92660","AndersonPenna is now ARDURRA a consulting practice serving California, Texas, Florida, Louisiana and the Carolina's.  We have practices in the areas of Water, Wastewater, Public Works, Survey, Disaster Management and Structural Engineering. Our headquarters is in Tampa, FL."
